tablescraper-selected-row,tablescraper-selected-row href,grey
We will never be disillusioned or lose our way if we are guided by God.,https://twitter.com/Pontifex/status/469417396328235008,"May 22, 2014"
"I ask all of you to pray for the victims of the floods in Bosnia and Herzegovina, in Serbia and in other countries in the region.",https://twitter.com/Pontifex/status/469060284423094272,"May 21, 2014"
"Come, Holy Spirit!  Help us to overcome our selfishness.",https://twitter.com/Pontifex/status/468692857654894592,"May 20, 2014"
"The one who listens attentively to the Word of God and truly prays, always asks the Lord: what is your will for me?",https://twitter.com/Pontifex/status/468330299189768192,"May 19, 2014"
"The month of May, dedicated to Mary, is a fitting time to begin to recite the rosary daily.",https://twitter.com/Pontifex/status/467620607891214336,"May 17, 2014"
Our mission as Christians is to conform ourselves evermore to Jesus as the model of our lives.,https://twitter.com/Pontifex/status/467232036013350912,"May 16, 2014"
Let us ask the Holy Spirit for the grace to live daily according to the mind of Jesus and his Gospel.,https://twitter.com/Pontifex/status/466884488211877888,"May 15, 2014"
Let us pray for the miners who died in Turkey and for the latest victims of shipwreck in the Mediterranean.,https://twitter.com/Pontifex/status/466623157445472256,"May 14, 2014"
"Let us read the Gospel, a small section each day. This way we will learn what is most essential in our lives: love and mercy.",https://twitter.com/Pontifex/status/466159196354797568,"May 13, 2014"
Our life has been saved by the blood of Christ. Let us always be renewed by this love.,https://twitter.com/Pontifex/status/465778429539807232,"May 12, 2014"
"Let us all join in prayer for the immediate release of the schoolgirls kidnapped in Nigeria.
#BringBackOurGirls",https://twitter.com/Pontifex/status/465189535672832000,"May 10, 2014"
"A family enlightened by the Gospel provides a school for Christian living! There one learns faithfulness, patience and sacrifice.",https://twitter.com/Pontifex/status/465068734768361474,"May 10, 2014"
Holiness means giving ourselves in sacrifice every day. And so married life is a tremendous path to sanctity!,https://twitter.com/Pontifex/status/464693755086241793,"May 09, 2014"
"In our families we learn to love and to recognise the dignity of all, especially of the elderly.",https://twitter.com/Pontifex/status/464321040428965888,"May 08, 2014"
A society which abandons children and the elderly severs its roots and darkens its future.,https://twitter.com/Pontifex/status/463619404253507584,"May 06, 2014"
What does “evangelise” mean? To give witness with joy and simplicity to what we are and what we believe in.,https://twitter.com/Pontifex/status/463243165835603970,"May 05, 2014"
Do not be afraid! Open the doors to Christ!,https://twitter.com/Pontifex/status/462532213901238273,"May 03, 2014"
No one is more patient than God the Father; no one understands and knows how to wait as much as he does.,https://twitter.com/Pontifex/status/462169818003554304,"May 02, 2014"
I ask everyone with political responsibility to remember two things: human dignity and the common good.,https://twitter.com/Pontifex/status/461798610246434816,"May 01, 2014"
Who among us can presume to be free of sin?  No one. Let us ask God to forgive our sins.,https://twitter.com/Pontifex/status/461074823645376512,"Apr 29, 2014"
Inequality is the root of social evil.,https://twitter.com/Pontifex/status/460697074585980928,"Apr 28, 2014"
None of us can think we are exempt from concern for the poor and for social justice (EG 201).,https://twitter.com/Pontifex/status/459956679782576128,"Apr 26, 2014"
We must not let ourselves fall into the vortex of pessimism. Faith can move mountains!,https://twitter.com/Pontifex/status/459624231915888640,"Apr 25, 2014"
"A simple lifestyle is good for us,  helping us to better share with those in need.",https://twitter.com/Pontifex/status/459246483930218497,"Apr 24, 2014"
"Each encounter with Jesus fills us with joy, with that deep joy which only God can give.",https://twitter.com/Pontifex/status/458183455897960448,"Apr 21, 2014"
Christ is risen!  Alleluia!,https://twitter.com/Pontifex/status/457821061417951232,"Apr 20, 2014"
Please join me in praying for the victims of the ferry disaster in Korea and their families,https://twitter.com/Pontifex/status/457434575246229504,"Apr 19, 2014"
"It is not easy to follow Jesus closely, because the path he chooses is the way of the Cross.",https://twitter.com/Pontifex/status/457096268829843456,"Apr 18, 2014"
Each encounter with Jesus changes our life.,https://twitter.com/Pontifex/status/456012856417206274,"Apr 15, 2014"
Holy Week is a good occasion to go to confession and to take up the right path again.,https://twitter.com/Pontifex/status/455620008383488000,"Apr 14, 2014"
"How beautiful it is to stand before the Crucifix, simply to be under the Lord’s gaze, so full of love. (EG 264)",https://twitter.com/Pontifex/status/454921894924271616,"Apr 12, 2014"
"Only trust in God can transform doubts into certainty, evil into good, night into radiant dawn.",https://twitter.com/Pontifex/status/454547165730189312,"Apr 11, 2014"
"Jesus teaches us to not be ashamed of touching human misery, of touching his flesh in our brothers and sisters who suffer. (EG 270)",https://twitter.com/Pontifex/status/454169419082506243,"Apr 10, 2014"
"We need to rediscover a contemplative spirit, so that the love of God may warm our hearts.",https://twitter.com/Pontifex/status/453474399031537664,"Apr 08, 2014"
How good it is for us when the Lord unsettles our lukewarm and superficial lives.,https://twitter.com/Pontifex/status/453096718439964672,"Apr 07, 2014"
In the Gospel we can hear Jesus speaking to us every day: may we always carry with us a small copy of the Gospel!,https://twitter.com/Pontifex/status/452386525817217025,"Apr 05, 2014"
With Jesus our life becomes full. With him everything makes sense. (EG 266),https://twitter.com/Pontifex/status/452008780163608577,"Apr 04, 2014"
May we never get used to the poverty and decay around us. A Christian must act.,https://twitter.com/Pontifex/status/451631034631610368,"Apr 03, 2014"
"Dear parents, teach your children to pray. Pray with them.",https://twitter.com/Pontifex/status/450935693192093698,"Apr 01, 2014"
"Lent is a time to change direction, to respond to the reality of evil and poverty.",https://twitter.com/Pontifex/status/450558200941518848,"Mar 31, 2014"
We live in a society that leaves no room for God; day by day this numbs our hearts.,https://twitter.com/Pontifex/status/449870907406700544,"Mar 29, 2014"
"We all need to improve, to change for the better. Lent helps us fight against our faults.",https://twitter.com/Pontifex/status/449478062329966593,"Mar 28, 2014"
"Lent is a time of grace, a time to convert and live out our baptism fully.",https://twitter.com/Pontifex/status/449130515887435776,"Mar 27, 2014"
We cannot be tepid disciples.  The Church needs our courage in order to give witness to truth.,https://twitter.com/Pontifex/status/448405224655298560,"Mar 25, 2014"
"Jesus is never far from us sinners.  He wants to pour out on us, without limit, all of his mercy.",https://twitter.com/Pontifex/status/448057678854496259,"Mar 24, 2014"
Jesus is our hope.  Nothing – not even evil or death – is able to separate us from the saving power of his love.,https://twitter.com/Pontifex/status/447302188172206080,"Mar 22, 2014"
Sickness and death are not taboo subjects.  They are realities that we must face in Jesus’ presence.,https://twitter.com/Pontifex/status/446969742297808897,"Mar 21, 2014"
"May we learn to say “thank you” to God and to one another.  We teach children to do it, and then we forget to do it ourselves!",https://twitter.com/Pontifex/status/446622196421509121,"Mar 20, 2014"
"I greet the World School Network for Encounter. 
Today we plant the first virtual olive tree for peace. @infoscholas",https://twitter.com/Pontifex/status/446314560421896194,"Mar 19, 2014"
Christian love is loving without counting the cost.  This is the lesson of the Good Samaritan; this is the lesson of Jesus.,https://twitter.com/Pontifex/status/445881804054986752,"Mar 18, 2014"
Thank you for all your warm wishes on my anniversary. Please continue praying for me.,https://twitter.com/Pontifex/status/445474110928199680,"Mar 17, 2014"
Please pray for me.,https://twitter.com/Pontifex/status/444050455593639936,"Mar 13, 2014"
"The challenge for Christian spouses:remaining together, knowing how to love one another always, and doing so in a way that their love grows.",https://twitter.com/Pontifex/status/442225399951400962,"Mar 08, 2014"
"Our deepest joy comes from Christ: remaining with him, walking with him, being his disciples.",https://twitter.com/Pontifex/status/441877854289027073,"Mar 07, 2014"
"Let us pray for Christians who are victims of persecution, so that they may know how to respond to evil with good.",https://twitter.com/Pontifex/status/441530308647612417,"Mar 06, 2014"
Lent is a good time for sacrificing.  Let us deny ourselves something every day to help others.,https://twitter.com/Pontifex/status/441126138228666369,"Mar 05, 2014"
In life we all make many mistakes. Let us learn to recognize our errors and ask forgiveness.,https://twitter.com/Pontifex/status/440774817529069568,"Mar 04, 2014"
"How to live a good marriage? United to the Lord, who always renews our love and strengthens it to overcome every difficulty.",https://twitter.com/Pontifex/status/440427271447261184,"Mar 03, 2014"
Let us thank all those who teach in Catholic schools. Educating is an act of love; it is like giving life.,https://twitter.com/Pontifex/status/439686629196705793,"Mar 01, 2014"
The Eucharist is essential for us: it is Christ who wishes to enter our lives and fill us with his grace.,https://twitter.com/Pontifex/status/439361480987660288,"Feb 28, 2014"
In a family it is normal to take charge of those who need help. Do not be afraid of frailty!,https://twitter.com/Pontifex/status/438968634761695233,"Feb 27, 2014"
All of us who are baptized are missionary disciples. We are called to become a living Gospel in the world.,https://twitter.com/Pontifex/status/438258443250454529,"Feb 25, 2014"
"Our Lady is always close to us, especially when we feel the weight of life with all its problems.",https://twitter.com/Pontifex/status/437910897508372480,"Feb 24, 2014"
"Let us never lose hope! God loves us always, even with our mistakes and sins.",https://twitter.com/Pontifex/status/437155406075265024,"Feb 22, 2014"
Confirmation is important for Christians; it strengthens us to defend the faith and to spread the Gospel courageously.,https://twitter.com/Pontifex/status/436807860287053824,"Feb 21, 2014"
"Lord Jesus, make us capable of loving as you love.",https://twitter.com/Pontifex/status/436460313936805888,"Feb 20, 2014"
"Let us learn from Christ how to pray, to forgive, to sow peace, and to be near those in need.",https://twitter.com/Pontifex/status/435704821077643264,"Feb 18, 2014"
"To all who are sick, do not lose hope, especially when your suffering is at its worst.  Christ is near you.",https://twitter.com/Pontifex/status/435357276086345728,"Feb 17, 2014"
"Let us pray for peace in Africa, especially in the Central African Republic and in South Sudan. #prayforpeace",https://twitter.com/Pontifex/status/434616885154295808,"Feb 15, 2014"
